,companyName,url,address,tel,fax,website,year,ust,employee,detail,txt
10,Heinz Gewässerschutz GmbH,https://de.kompass.com/c/heinz-gewasserschutz-gmbh/de630737/,Neubitz 5 56244 Ötzingen,49,+49 2602 81539,http://www.heinz-gewaesserschutz.de,1992,DE813945922,DE630737,"Herstellen von Beschichtungen und Abdichtungen aller Art für Auffangwannen aus Beton, Stahl, Kunststoffen, die verhindern, dass wassergefährdende Flüssigkeiten ins Grundwasser gelangen.  Erstellen von Produktionsanlagen und Entsorgungsanlagen im vorstehend genannten Tätigkeitsfeld in kompletter Ausführung.  Bodensanierungsarbeiten im Betriebsbodenbereich, Parkhausbereich und Brückenbereich;  PE-HD-Folienabdichtungen für Deponien, Wasserbecken und Chemielager;  WHG / MPA-Beschichtungen mit Prüfzeichen für wassergefährdende Medien;  Säurebauisolierungen. ",Herr Otmar  Heinz  Geschäftsführung
11,PORTNER GmbH,https://de.kompass.com/c/portner-gmbh/de630734/,Feincheswiese 11 56424 Staudt,49,+49 2602 942418,http://www.portner.de,1976,DE149319185,"DE149319185




Firma anrufen
×








---


                        Service 
                        
Anrufkosten





* Diese Telefonnummer steht Ihnen für 5 min zur Verfügung. Dies ist nicht die Nummer der Kontaktperson, sondern eine Service Rufnummer, die Sie zu der gewünschten Person durchstellt.
                Dies ist ein Kompass SErvice. 
                Warum diese Nummer?









Derzeit sind alle Leitungen belegt, bitte versuchen Sie es später noch einmal.","Herstellung und Vertrieb von Kunststoffgitterrosten.  Rohrleitungen, Kunststoff, säurefest  Pipes, plastic, acid resistant ",Birgit  Pfeil  Geschäftsführung
12,URSA CHEMIE GMBH,https://de.kompass.com/c/ursa-chemie-gmbh/de629185/,Am Alten Galgen 14 56410 Montabaur,49,+49 2602 921624,http://www.ursa-chemie.de,1970,DE149319396,"DE149319396




Firma anrufen
×








---


                        Service 
                        
Anrufkosten





* Diese Telefonnummer steht Ihnen für 5 min zur Verfügung. Dies ist nicht die Nummer der Kontaktperson, sondern eine Service Rufnummer, die Sie zu der gewünschten Person durchstellt.
                Dies ist ein Kompass SErvice. 
                Warum diese Nummer?









Derzeit sind alle Leitungen belegt, bitte versuchen Sie es später noch einmal.","Chemische und kosmetische Produkte, Auftragsproduktion, Logistik, Dienstleistung und mehr... Wir liefern:  - individuelle Reaktionsprodukte  - Mischprodukte  - Additive  - Emulsionen  - ganz nach Ihren Wünschen ",Rainer  Bloedhorn-Dausner  Geschäftsführung
13,Ein Unternehmen der Fischergruppe recyplast GmbH,https://de.kompass.com/c/recyplast-gmbh/de603225/,In der Struth 19 56204 Hillscheid,49,+49 2624 956020,http://www.fischergruppe.eu,"

                                                Link
",,Von 10 bis 19 Mitarbeiter,"Entsorgen und Verwerten, Zerkleinern sowie Vermarkten von Produktionsabfällen aus Kunststoffen und Sonderposten, Erarbeitung von Entsorgungkonzepten und Verwertungskonzepten für Kunststoffverarbeiter, Kunststoffrecycler ",Herr Thomas  Hayner  Betriebsleitung
14,Schwaderlapp-Glas GmbH,https://de.kompass.com/c/schwaderlapp-glas-gmbh/de622949/,Hermann-Geisen-Str. 68 56203 Höhr-Grenzhausen,49,+49 2624 203699,http://www.schwaderlapp-glas.de,2003,DE813709328,Von 0 bis 9 Mitarbeiter,Gestaltung und Vertrieb von Werbemitteln aus Glas ,Inge  Schwaderlapp  Geschäftsführung
15,Barme GmbH,https://de.kompass.com/c/barme-gmbh/de603901/,Berggarten 1 56427 Siershahn,49,+49 2602 942323,http://www.barme.de,1976,DE149339151,"DE149339151




Firma anrufen
×








---


                        Service 
                        
Anrufkosten





* Diese Telefonnummer steht Ihnen für 5 min zur Verfügung. Dies ist nicht die Nummer der Kontaktperson, sondern eine Service Rufnummer, die Sie zu der gewünschten Person durchstellt.
                Dies ist ein Kompass SErvice. 
                Warum diese Nummer?









Derzeit sind alle Leitungen belegt, bitte versuchen Sie es später noch einmal.",#NAME?,Herr Hans Joachim  Prangenberg  Geschäftsführung
16,M&M Militzer & Münch GmbH,https://de.kompass.com/c/m-m-militzer-munch-gmbh/de510144/,Industriegebiet Rohr 2 Sälzerstr. 56235 Ransbach-Baumbach,49,+49 2623 987120,http://www.mumnet.com,"

                                                Link
",,keine Angabe,"Militzer & Münch ist ein internationaler Dienstleister für Transportlogistik-Lösungen. Als Spezialist für Eurasien und Nordafrika bietet Militzer & Münch seine Dienstleistungen heute in West- und Osteuropa, in der Gemeinschaft Unabhängiger Staaten (GUS), im Maghreb sowie im Nahen, Mittleren und Fernen Osten an. Unser Netz umfasst mehr als 100 eigene Niederlassungen in über 30 Ländern. Darüber hinaus sind wir sowohl im Landverkehr als auch in der Luft- und Seefracht in strategische Allianzen und Kooperationen eingebunden. So können wir unseren Kunden flächendeckende und qualitativ hochwertige Leistungen in fünf Geschäftsbereichen anbieten: road, rail, air, sea und projects. ",Herr Alexander  Bruchof  Niederlassungsleitung
17,MK Industrievertretungen GmbH,https://de.kompass.com/c/mk-industrievertretungen-gmbh/de401400/,Rödernhahn 1b 56459 Stahlhofen am Wiesensee,49,+49 2663 3431,http://www.mk-gmbh.de,1984,DE148000398,Von 10 bis 19 Mitarbeiter,"Entwicklung, Produktion und Verkauf von Messtechnik für die Aluminiumindustrie und Eisengiesserei. ",Dieter  Knoche  Geschäftsführung
18,Klaus Schenkelberg & Partner Steuerberatungsgesellschaft,https://de.kompass.com/c/klaus-schenkelberg-partner-steuerberatungsgesellschaft/de407033/,Hohlstraße 6 56235 Ransbach-Baumbach,49,+49 2623 989796,http://www.schenkelberg-partner.de,,DE185938257,keine Angabe,Steuerberater. ,Herr Klaus  Schenkelberg  Finanzwesen
19,Franz Schamberger GmbH,https://de.kompass.com/c/franz-schamberger-gmbh/de400862/,Westerwaldstraße 1 56410 Montabaur,49,+49 2602 158355,http://www.schamberger-gmbh.de,1977,,DE400862,Schleiftechnik für Industrie und Handwerk ,
20,Baustoffe - Brennstoffe - Baufachmarkt Wolf GmbH & Co. KG,https://de.kompass.com/c/wolf-gmbh-co-kg/de510177/,Daimlerstraße 1 56414 Meudt,49,+49 6435 9697010,http://www.wolf-baustoffe.de,1953,DE153904685,Von 0 bis 9 Mitarbeiter,Handel mit Baustoffen und Brennstoffen ,Herr Edelbert  Wolf  Geschäftsführung
21,BMU Beratungsgesellschaft für mittelständische Unternehmen mbH,https://de.kompass.com/c/bmu-beratungsgesellschaft-fur-mittelstandische-unternehmen-mbh/de509741/,Gerichtsstr. 4 56410 Montabaur,49,+49 92602 921919,http://www.bmu-gmbh.de,2002,DE220725477,keine Angabe,Unternehmensberatung in den Bereichen:  - Externes Controlling  - Betriebswirtschaftliche Beratung  - Bankenkommunikation ,Dipl.-Kfm. Oliver  Weisbrod  Geschäftsführung
22,MICON KG,https://de.kompass.com/c/micon-kg/de507369/,Im Kurzenseifen 5 56244 Helferskirchen,49,+49 2626 926405,http://www.micon-kg.de,2004,DE241956794,keine Angabe,"Zu unserem Teilespektrum gehört der Maschinen- und Vorrichtungsbau, Lohnfertigung von komplexen und allgemeinen Maschinenteilen bis 5 Tonnen, Prototypenherstellung, Sondermaschinenbau, Kleinserienfertigung. ",Herr Michael  Cieslik  Geschäftsführung
23,F & L Plus Burow Fanghänel & Lohmann GmbH,https://de.kompass.com/c/f-l-plus-burow-fanghanel-lohmann-gmbh/de447684/,Gartenstr. 3 56244 Vielbach,49,+49 69 95680220,http://www.flplus.de,1986,DE114150666,Von 0 bis 9 Mitarbeiter,Agentur für Kommunikation - Wir sind auf Kommunikation im Airline Busisness spezialisiert. ,Herr Hans-Werner  Burow  Geschäftsführung
24,Walderdorff'sche Tongruben & Herz GmbH & Co KG,https://de.kompass.com/c/walderdorff-sche-tongruben-herz-gmbh-co-kg/de625715/,Hauptstraße 16 56412 Boden,49,+49 2602 80437,http://www.walderdorff-ton-herz.de,1970,,Von 20 bis 49 Mitarbeiter,"Ton für Keramik, Feuerfestprodukte und Sanitärartikel;  Dichtetone, Naturbentonite, ökologische Putzmassen und Stampfmassen, Rohstoff-Tone für Spezialanwendungen. ",
25,ASAHI MACHINERY EUROPE GmbH,https://de.kompass.com/c/asahi-machinery-europe-gmbh/de147828/,Robert-Bosch-Strasse 14 56410  Montabaur,49,+49 2602 18 00 55,http://www.dietec-asahi-europe.com,,DE220881093,Von 10 bis 19 Mitarbeiter,,
26,tube-tec trading GmbH & Co. KG,https://de.kompass.com/c/tube-tec-trading-gmbh-co-kg/de627930/,Hirtscheider Straße 13 - 15 57647 Nistertal,49,+49 2661 959180,http://www.tube-tec-trading.de,2004,DE814167485,"DE814167485




Firma anrufen
×








---


                        Service 
                        
Anrufkosten





* Diese Telefonnummer steht Ihnen für 5 min zur Verfügung. Dies ist nicht die Nummer der Kontaktperson, sondern eine Service Rufnummer, die Sie zu der gewünschten Person durchstellt.
                Dies ist ein Kompass SErvice. 
                Warum diese Nummer?









Derzeit sind alle Leitungen belegt, bitte versuchen Sie es später noch einmal.","Handel mit Rohren, Rohrbogen, Blech, Induktivbiegungen, Profilbiegungen, Halbrohren, Sonderbiegeteilen und Sonderfittings, Schmutzschalen sowie Blechbearbeitung und Laserbearbeitung ",Frau Ute  Brisch  Geschäftsführung
27,Braun - Windturbinen GmbH,https://de.kompass.com/c/braun-windturbinen-gmbh/de628088/,Südstraße 19 57583 Nauroth,49,+49 2747 914053,http://www.braun-windtechnik.de,2006,DE245819472,Von 0 bis 9 Mitarbeiter,Herstellung und Vertrieb von Kleinwindkraftanlagen ,Frau Manuela  Ermert Braun  Geschäftsführung
28,Glas Schneider GmbH & Co.KG,https://de.kompass.com/c/glas-schneider-gmbh-co-kg/de618410/,Saynstraße 33 57627 Hachenburg,49,+49 2662 800840,http://www.glas-schneider.de,1950,,Von 20 bis 49 Mitarbeiter,Produktion und Vertrieb von High-Tech-Multifunktionsgläsern ,Herr Willi  Schneider  Geschäftsführung
29,IGEFA WEINBRENNER Energy Solutions GmbH,https://de.kompass.com/c/igefa-weinbrenner-energy-solutions-gmbh/de625217/,Industriestraße 11 56472 Hof,49,+49 2661 912233,http://www.DerWaermetauscher.de,1976,DE126572432,DE625217,"- Engineering, Konstruktion und Produktion für Apparate der Elektrowärmetechnik, Fernwärmetechnik und Abwärmetechnik  - Wärmeübertrager  - Rohrbündel-Wärmetauscher / Röhrenwärmetauscher  - Wärmetauscher für die Pharmaindustrie  - Wärmetauscher für die Fer",Jürgen  Umlauf  Geschäftsführung
30,Miss Ulrike Textilvertrieb e. K. Inh. Dieter Hillert,https://de.kompass.com/c/miss-ulrike-textilvertrieb-e-k-inh-dieter-hillert/de614519/,Industriestr. 56457 Halbs,49,+49 2663 980949,http://www.miss-ulrike.de,1982,DE811205317,Von 0 bis 9 Mitarbeiter,Produktion und Vertrieb von Wellnessmode und Freizeitmode ,Herr Dieter  Hillert  Geschäftsführung
31,DGKK Service GmbH,https://de.kompass.com/c/dgkk-service-gmbh/de727201/,Katharina-Kasper-Str. 12 56428 Dernbach,49,+49 2602 930127,http://www.innova-dernbach.de,2002,DE224525136,Von 250 bis 499 Mitarbeiter,Verpflegungslösungen für Kliniken und Altenheimen sowie für Schulen und Kindergärten ,Herr Alfons  Donat  Geschäftsführung
32,Schreiber Werkzeugbau GmbH,https://de.kompass.com/c/schreiber-werkzeugbau-gmbh/de724216/,Pleurtuitstr. 6a 56235 Ransbach-Baumbach,49,+49 2623 80334,http://www.schreiber-werkzeugbau.de,1999,DE202962956,Von 0 bis 9 Mitarbeiter,"Werkzeugbau, Anlagenbau und Maschinenbau ",Rainer  Hößel  Geschäftsführung
33,Fuhrländer Aktiengesellschaft,https://de.kompass.com/c/fuhrlander-aktiengesellschaft/de633742/,Graf-Zeppelin-Str. 11 56479 Liebenscheid,49,+49 2664 996633,http://www.fuhrlaender.de,1962,DE811339188,keine Angabe,"Herstellung und Vertrieb von Windkraftanlagen, Anlagen zur Nutzung von regenerativen Energien, Meerwasserentsalzungsanlagen, Luftreinigungssystemen. ",Herr Werner  Heer  Vorstand
34,Verzinkerei Sahm GmbH,https://de.kompass.com/c/verzinkerei-sahm-gmbh/de635003/,Salzburger Straße 13 56479 Oberroßbach,49,+49 2667 951134,http://www.sahm-verzinkerei.de,1946,,DE635003,Durchführung von Verzinkungsarbeiten. ,Ulf Lüder  Sahm  Geschäftsführung
35,Response Republik Beteiligungsgesellschaft Deutschland GmbH,https://de.kompass.com/c/response-republik-beteiligungsgesellschaft-deutschland-gmbh/de618667/,Elgendorfer Str. 57 56410 Montabaur,49,+49 2602 961810,,1999,DE204718809,Von 0 bis 9 Mitarbeiter,Online Media-Lösungen ,Herr Matthias  Wahl  Geschäftsführung
36,GravoPrintec Schilderfabrik GmbH,https://de.kompass.com/c/gravoprintec-schilderfabrik-gmbh/de103211/,Am Berg 5 57648 Unnau,49,+49 2661 914142,http://www.gravoprintec.de,,DE812343990,Von 10 bis 19 Mitarbeiter,,Bernd  Wenzelmann  Geschäftsführung
37,Aldorf Maschinenbau GmbH,https://de.kompass.com/c/aldorf-maschinenbau-gmbh/de624363/,Lochumer Straße 1 57629 Linden,49,+49 2666 9124979,http://www.aldorf.de,1993,DE155675740,DE624363,"Abkantarbeiten  Allgemeine Industriemontagen  Blechbau, wie Behälter oder Wannen  Brennteile aus Normstahl, Edelstahl A2 und A4  Einzelfertigungen bis zu Kleinstserien  komplette Stahlkonstruktionen nach Zeichnungen (Ofengehäuse usw.),  Lohnfertigung  Rohrleitungsbau  Schweisskonstruktionen, Verfahren MAG, WIG, Bolzenschweissen, Reibschweissen  Verankerungen Feuerfestbau  Verankerungen im Strassenbau und Brückenbau ",Achim  Aldorf  Geschäftsführung
38,HS Hallensysteme GmbH,https://de.kompass.com/c/hs-hallensysteme-gmbh/de633700/,Holzbachstraße 8 56249 Herschbach,49,+49 2626 76652,http://www.hallensysteme.com,1991,DE149318078,Von 20 bis 49 Mitarbeiter,"Entwicklung, Vertrieb und Bau von Gewerbebauten und Industriebauten, Zeltdachhallen und deren eventuellen Marksubstituten. ",Kurt  Müller  Geschäftsführung
39,Maik Held GmbH,https://de.kompass.com/c/maik-held-gmbh/de108861/,An der Hohlgass 6 56459 Stockum-Püschen,49,+49 26 61  9491  51,http://www.held-daecher.de,,DE157821556,Von 10 bis 19 Mitarbeiter,,Maik  Held  Geschäftsführung
40,BALANCED INVEST GMBH,https://de.kompass.com/c/balanced-invest-gmbh/de126905/,Karlstrasse 30 56242  Selters,49,+49 2626 24 84 99,http://www.balanced-invest.com,,DE244257790,Von 10 bis 19 Mitarbeiter,,Johannes  Degenkolb  Geschäftsführung
41,1a Personalpartner GmbH,https://de.kompass.com/c/1a-personalpartner-gmbh/de126596/,Alleestr. 28 56410 Montabaur,,,http://www.1a-personalpartner.de,,DE234102911,Von 50 bis 99 Mitarbeiter,,Simone  Spitzer  Geschäftsführung
42,Roos & Co. Kunststoff- und Metallverarbeitungs GmbH,https://de.kompass.com/c/roos-co-kunststoff-und-metallverarbeitungs-gmbh/de635651/,Am Alten Galgen 9 56410 Montabaur,49,+49 2602 4000,http://www.roos-kunststofftechnik.de,1985,DE206662872,"DE206662872




Firma anrufen
×








---


                        Service 
                        
Anrufkosten





* Diese Telefonnummer steht Ihnen für 5 min zur Verfügung. Dies ist nicht die Nummer der Kontaktperson, sondern eine Service Rufnummer, die Sie zu der gewünschten Person durchstellt.
                Dies ist ein Kompass SErvice. 
                Warum diese Nummer?









Derzeit sind alle Leitungen belegt, bitte versuchen Sie es später noch einmal.",Kunststoffverarbeitung uund Metallverarbeitung ,Erhard  Ferdinand  Geschäftsführung
43,W. & W. Günther GmbH,https://de.kompass.com/c/w-w-gunther-gmbh/de635276/,Krugbäckerstr. 12 56424 Mogendorf,49,+49 2623 962720,http://www.wwguenther.de,1978,DE149317059,Von 20 bis 49 Mitarbeiter,"Metallbearbeitung, speziell spanlose Formgebung, Stanztechnik und Ziehtechnik, Kastenbau und Konstruktionsbau ",Ralph  Günther  Geschäftsführung
44,Tokheim Steinebach GmbH,https://de.kompass.com/c/tokheim-steinebach-gmbh/de634162/,Beim Kalksbrunnen 56412 Nentershausen,49,+49 6485 8959,http://www.tokheim-steinebach.de,"

                                                Link
",DE196206612,"DE196206612




Firma anrufen
×








---


                        Service 
                        
Anrufkosten





* Diese Telefonnummer steht Ihnen für 5 min zur Verfügung. Dies ist nicht die Nummer der Kontaktperson, sondern eine Service Rufnummer, die Sie zu der gewünschten Person durchstellt.
                Dies ist ein Kompass SErvice. 
                Warum diese Nummer?









Derzeit sind alle Leitungen belegt, bitte versuchen Sie es später noch einmal.","Tankstellenbau und Anlagenbau, Behälterbau, Hochbau und Tiefbau. Montage und Wartung von:  Mineralölindustrie, Chemische Industrie, Luftfahrt, Wasseraufbereitung, Tankrevision, Desinvestment, Service rund um die Tankstelle. ",Herr Karl-Heinz  Steinebach  Geschäftsführung
45,Bte Bedampfungstechnik GmbH,https://de.kompass.com/c/bte-bedampfungstechnik-gmbh/de110726/,Am Ganzacker 2 56479 Elsoff,49,+49 2664 99 60 60,http://www.bte-born.de,,DE 176733660,Von 10 bis 19 Mitarbeiter,,Geschäftsführung
46,Frank Rüßler Work4u24.de Work4u24.de,https://de.kompass.com/c/frank-russler-work4u24-de-work4u24-de/de438484/,Mittelstraße 6 a 56244 Vielbach,49,+49 2626 9239267,http://www.work4u24.de,2007,DE255109457,DE438484,EDV-Beratung sowie Design und Druck von Werbematerial. ,Herr Frank  Rüßler  Geschäftsführung
47,Synthese Dental Labor GmbH & Co. KG,https://de.kompass.com/c/synthese-dental-labor-gmbh-co-kg/de643541/,Neustraße 30 56457 Westerburg,49,+49 2663 9119020,,1981,,DE643541,Betrieb eines Dentallabors. Zahnprothetik ,Frau Brigitte  Reusch  Geschäftsführung
48,Andreas Wolf Wolf Records Media,https://de.kompass.com/c/andreas-wolf-wolf-records-media/de438475/,Hauptstr. 10 56479 Liebenscheid,49,+49 2667 701,http://www.wolf-records.de,,DE235714085,keine Angabe,"CD-Pressung, CD-Glasmaster, CD-Rohlinge, CD-Kopien, DVD-Pressung, DVD-Glasmaster, DVD-Rohlinge, DVD-Kopien, Digital-Druck, Offset-Druck und Konfektionierung ",
49,entis systemtechnik gmbh,https://de.kompass.com/c/entis-systemtechnik-gmbh/de625789/,Siegener Straße 6 56477 Rennerod,49,+49 2664 9118030,http://www.entis-gmbh.de,2002,DE225706641,Von 0 bis 9 Mitarbeiter,"Ingenieurleistungen in den Bereichen Metallindustrie, chemische Industrie, Umwelttechnik sowie Maschinenbau und Anlagenbau. ",Dipl.-Ing. Jörg  Schwarz  Geschäftsführung
50,WERK STEINEFRENZ Saint-Gobain Ceramic Materials GmbH,https://de.kompass.com/c/saint-gobain-ceramic-materials-gmbh/de626985/,Am Bahnhof 56414 Steinefrenz,49,+49 6435 965719,http://www.saint-gobain.com,1980,DE121680336,Von 20 bis 49 Mitarbeiter,"Herstellung und Vertrieb von Hilfsstoffen und Zusatzstoffen für die Keramikindustrie, die chemische Industrie, die petrochemische Industrie und die Umwelttechnik. ",Herr Dean  Warner  Geschäftsführung
51,Partnerbau Braun GmbH & Co. KG,https://de.kompass.com/c/partnerbau-braun-gmbh-co-kg/de414252/,Auf dem Kessling 12 56414 Niederahr,49,+49 2602 1069760,http://www.partnerbau.de,1996,DE178021113,Von 20 bis 49 Mitarbeiter,Kellerbauunternehmen ,Herr Hans  Braun  Geschäftsführung
52,trumm + wolff consult GmbH,https://de.kompass.com/c/trumm-wolff-consult-gmbh/de640342/,Rheinstraße 28 56424 Mogendorf,49,+49 26 23) 96 37-37,http://www.twc-gmbh.de,1990,DE30/650/0905/6,Von 10 bis 19 Mitarbeiter,"Reparatur und Service von technischen Anlagen der Landwirtschaft; Reifenservice und Reifenhandel; Vertrieb von Maschinen und Anlagen für die Agrartechnik, sowie Innenmechanisierungsanlagen und Aussenmechanisierungsanlagen. Vertrieb und Montage von Stahlbauleistungen; ",Rainer  Trumm  Geschäftsführung
53,WF - Werner Floreth GmbH - Tief- und Fernmeldebau,https://de.kompass.com/c/wf-werner-floreth-gmbh-tief-und-fernmeldebau/de114433/,Hauptstrasse 17 56412 Niederelbert,49,+49 26 0218 00 49,http://www.floreth.de,,DE149316881,Von 10 bis 19 Mitarbeiter,,Jörg  Floreth  Geschäftsführung
54,Werner Meurer GmbH & Co. KG,https://de.kompass.com/c/werner-meurer-gmbh-co-kg/de114442/,Auf der Klaus 6 56422 Wirges,49,+49 2602 942623,http://www.meurer-bedachungen.de,,DE149324037,Von 10 bis 19 Mitarbeiter,,Ronny  Freudenberg  Geschäftsführung
55,Bernd Lehmler GmbH,https://de.kompass.com/c/bernd-lehmler-gmbh/de114438/,Backeswiese 3 56412  Welschneudorf,49,+49 2608 1417,http://www.lehmler.de,,DE 149 340 463,Von 10 bis 19 Mitarbeiter,,Bernd  Lehmler  Geschäftsführung
56,KFM GmbH,https://de.kompass.com/c/kfm-gmbh/de114422/,Eisensteinstr. 4 56235 Ransbach-Baumbach,49,+49 2623 9293 200,http://www.kfm-gmbh.de,,DE 149 280 466,Von 10 bis 19 Mitarbeiter,,Nicole  Günther  Geschäftsführung
57,AMUSA GmbH,https://de.kompass.com/c/amusa-gmbh/de610630/,Kastanienallee 16 56427 Siershahn,49,+49 2623 79 79 591,http://www.amusa.de,1992,,Von 0 bis 9 Mitarbeiter,Anbieter von betriebsärztliche und sicherheitstechnische Betreuung ,Vladimir  Agular  Geschäftsführung
58,Jürgen Seiler Graviertechnik + Laserbeschriftung,https://de.kompass.com/c/jurgen-seiler-graviertechnik-laserbeschriftung/de610689/,Aßbergsgrund 14 57629 Limbach,49,+49 2661 945161,http://www.juergen-seiler.de,1974,DE204732524,DE610689,"Fertigung von Schildern, Frontplatten und Gravuren aller Art ",Jürgen  Seiler  Inhaber
59,Roca GmbH,https://de.kompass.com/c/roca-gmbh/de401633/,Feincheswiese 17 56424 Staudt,49,+49 2602 936122,http://www.roca.es,1979,,DE401633,Vertrieb von Sanitärprodukten. ,
60,PTM GmbH,https://de.kompass.com/c/ptm-gmbh/de634460/,Betzdorfer Straße 20 57583 Nauroth,49,+49 2747 920522,http://www.ptm-group.com,2008,DE259126788,Von 50 bis 99 Mitarbeiter,"Umformtechnik: Stanzteile, Ziehteile und Pressteile. ",Herr Peter  Trzinski  Geschäftsführung
